mass_1_source mass_2_source a_1 a_2 spin_1x spin_2x spin_1y spin_2y spin_1z spin_2z cos_tilt_1 cos_tilt_2 phi_1 phi_2 phi_12 eccentricity mean_anomaly redshift ra dec detection_time cos_iota psi phi_orb mass_1_detector mass_2_detector luminosity_distance
7.567317200e+01 6.372683334e+01 2.237644345e-01 1.611649543e-01 -1.934614219e-02 1.506231911e-02 6.445743144e-02 -3.958255798e-02 1.302673072e-01 -6.266721338e-02 -4.911010265e-01 9.892749786e-02 5.304263234e-01 3.824331164e-01 5.293988705e+00 1.793642715e-02 5.442679405e+00 1.006625533e+00 4.306143284e+00 3.078241348e-01 5.065334167e+02 -3.177800179e-01 2.083707333e+00 4.962375462e-01 1.518477191e+02 1.278758909e+02 6.847326840e+03
7.848705292e+01 3.705561829e+01 4.099689424e-02 3.637467027e-01 -2.417284437e-02 1.809648573e-01 2.279424220e-01 2.761121690e-01 -1.483600587e-01 3.559734523e-01 7.905006409e-02 -1.302325726e-01 4.523615837e+00 1.852283359e+00 6.057890415e+00 5.784848705e-02 6.200155258e+00 7.459003925e-01 2.165587664e+00 1.734631062e-01 4.658850586e+03 -7.464590073e-01 2.455619097e+00 2.048855305e+00 1.370305765e+02 6.469541851e+01 4.737417167e+03
7.092903137e+01 6.423782349e+01 5.880851150e-01 1.073509604e-01 4.228474796e-01 1.068872809e-01 -1.015127227e-01 -1.318722516e-01 -3.905753195e-01 1.159964800e-01 5.874950886e-01 8.695633411e-01 6.737748384e-01 8.794690967e-01 3.487132490e-01 4.635170102e-02 5.334116459e+00 1.317532182e+00 1.735814691e+00 9.308421612e-01 3.772320068e+03 1.699783802e-01 7.205912471e-01 4.429252625e+00 1.643803128e+02 1.488732232e+02 9.543810653e+03
1.952699280e+01 1.315951157e+01 1.442892253e-01 1.353701055e-01 -1.211891603e-02 -1.847052425e-01 9.476966411e-02 1.459572017e-01 3.084790409e-01 3.264860064e-02 -6.751010418e-01 3.412888050e-01 1.570570171e-01 4.090077400e+00 1.259166121e+00 1.520851552e-01 1.875794888e+00 1.661684364e-01 2.113317013e+00 4.792959690e-01 2.945405518e+03 -6.927471161e-01 5.401908159e-01 6.099285126e+00 2.277176266e+01 1.534620703e+01 8.236917949e+02
5.896927357e+00 5.637287617e+00 5.559470057e-01 5.523191690e-01 1.503662914e-01 -1.241627857e-01 8.025731146e-02 6.750269979e-02 5.961358175e-02 2.004688978e-01 -8.208274841e-02 4.320282936e-01 4.814033985e+00 4.204142094e+00 2.844759226e+00 2.372041643e-01 5.557383537e+00 1.874302268e+00 6.162401199e+00 4.015340805e-01 3.689501709e+03 5.163974762e-01 5.704217553e-01 1.383002043e+00 1.694955168e+01 1.620326858e+01 1.471918755e+04
5.868775845e+00 5.507202148e+00 1.773454994e-01 2.890004814e-01 -3.242020011e-01 -2.319232970e-01 2.294952720e-01 -1.258427836e-02 7.151535153e-02 -1.951291859e-01 -1.142687798e-01 4.377820492e-01 3.915710688e+00 6.068150043e+00 5.626997948e-01 4.630673677e-02 5.246729851e+00 1.559484839e+00 4.710742950e+00 3.374097347e-01 2.800681641e+03 -3.789782524e-02 1.512269139e+00 4.331595421e+00 1.502104280e+01 1.409560041e+01 1.174640703e+04
7.361982346e+00 6.765101433e+00 4.266992956e-02 1.336313635e-01 2.426040620e-01 -8.527449518e-02 1.029053479e-01 -8.914820850e-03 4.192672670e-01 -1.496007740e-01 4.795379639e-01 3.001766205e-01 1.891211867e+00 4.803253651e+00 3.908308268e+00 2.899013460e-01 3.320034027e+00 1.241456568e-01 3.029525280e+00 3.838920593e-02 1.458897827e+03 -9.217207432e-01 2.405730247e+00 5.687807560e+00 8.275940479e+00 7.604959394e+00 5.994832687e+02
3.770205307e+01 3.675772858e+01 4.125300646e-01 3.772095144e-01 -1.634196192e-01 -6.874116510e-02 4.739294201e-02 2.247418463e-01 2.804192714e-02 -3.704755902e-01 -1.330614090e-01 -3.387441635e-01 2.025678605e-01 8.552242815e-02 5.936446667e+00 2.560594082e-01 5.977769852e+00 1.908608317e+00 8.824247122e-01 2.579197884e-01 1.951738037e+03 9.866118431e-02 9.306162596e-01 3.740698338e+00 1.096605051e+02 1.069138351e+02 1.504942235e+04
1.750486183e+01 6.116061211e+00 6.511327624e-02 3.981634974e-01 9.863434732e-02 2.987121418e-02 -1.758203954e-01 2.386911958e-01 1.195905954e-01 -1.267891824e-01 2.444417477e-01 9.740440845e-01 6.192148685e+00 4.045218945e+00 1.740901947e+00 8.779106289e-02 6.159739017e+00 2.129857063e+00 1.137465477e+00 8.480274677e-01 4.271351562e+03 -1.141474247e-01 5.883703828e-01 4.945293427e+00 5.478771545e+01 1.914239738e+01 1.720526897e+04
7.158138275e+00 6.534103394e+00 8.965759724e-02 4.082780182e-01 -2.657569945e-01 -1.323890686e-02 1.745932400e-01 5.757064745e-02 2.319015115e-01 -2.013436854e-01 -7.117218971e-01 -6.670775414e-01 3.258607388e+00 4.960390091e+00 4.029298723e-01 5.840558559e-02 3.350294352e+00 1.428168267e-01 5.518652439e+00 6.089389324e-01 1.895767212e+01 -3.704471588e-01 3.008683205e+00 5.053135872e+00 8.180440869e+00 7.467283306e+00 6.978459170e+02
7.226146698e+01 6.477928162e+01 1.137555912e-01 1.484438125e-02 5.298827961e-02 -3.794610128e-02 2.039407939e-01 -1.328457594e-01 7.861591876e-02 -2.415247727e-03 4.645037651e-01 3.987929821e-01 1.657085776e+00 2.697207332e-01 3.512943387e-01 4.136964306e-02 6.799063087e-01 1.180608153e+00 7.950057983e-01 1.668066978e-01 1.416663330e+03 -5.223011971e-01 2.575861931e+00 4.781917095e+00 1.575739441e+02 1.412582297e+02 8.335514758e+03
6.351042557e+01 3.720024872e+01 3.770105243e-01 6.970946491e-02 1.022850629e-02 -2.939325571e-01 -2.647686005e-01 -5.030113086e-02 -2.224529982e-01 -1.450027078e-01 2.526111603e-01 4.527745247e-01 4.451738358e+00 1.513021946e+00 4.826657295e+00 7.788872719e-02 5.506068230e+00 4.171238244e-01 1.522528380e-01 9.869632721e-01 4.540685730e+02 -1.128497124e-01 2.338166475e+00 5.614284515e+00 9.000213717e+01 5.271735873e+01 2.352418073e+03
3.034349823e+01 2.064569473e+01 4.073966742e-01 8.882413805e-02 -5.971995592e-01 -2.049454898e-01 6.804583967e-02 -1.274470687e-01 -1.071484685e-01 8.443194628e-02 -9.755113125e-01 9.023432732e-01 5.461387634e+00 3.526661634e+00 3.431816339e+00 2.018181533e-01 4.419888020e+00 1.360306293e-01 5.045919895e+00 -4.542739391e-01 1.155020523e+02 6.894524097e-01 1.116865396e+00 5.057185888e-01 3.447114339e+01 2.345414158e+01 6.618600912e+02
5.824121952e+00 5.334978580e+00 7.548677176e-02 5.371198431e-02 1.582729071e-01 -1.565511525e-01 -3.966641799e-02 2.724449039e-01 3.284864128e-01 -1.866116538e-03 8.141906261e-01 -9.571061134e-01 2.583514452e+00 2.483835459e+00 3.796980858e+00 2.468131483e-02 3.765178442e+00 2.170497417e+00 2.293654919e+00 6.541211605e-01 6.401539917e+02 2.722620964e-02 2.077302933e+00 3.768935442e+00 1.846536361e+01 1.691453581e+01 1.760588121e+04
7.113722229e+01 7.030733490e+01 6.465788484e-01 1.137448102e-01 -1.268050373e-01 -1.550766081e-01 -3.656610474e-02 9.735029191e-03 -8.535788953e-02 3.006715141e-02 -1.122782230e-01 7.013411522e-01 6.153401375e+00 4.614797115e+00 1.256644130e+00 2.707919180e-01 1.874142528e+00 2.784228325e-01 4.629454613e+00 3.819508553e-01 4.722387207e+03 -1.769249439e-01 6.344168186e-01 2.995205402e+00 9.094344922e+01 8.988250223e+01 1.469848840e+03
6.035284424e+01 5.164358902e+01 1.312414706e-01 2.810572386e-01 1.015440598e-01 -6.036498025e-02 7.231380790e-02 -3.327688873e-01 -2.385312617e-01 -1.750269383e-01 -4.441797733e-01 2.161121368e-02 2.462120771e+00 3.722772121e+00 1.896102190e+00 3.222956136e-02 3.006203890e+00 9.783292413e-01 2.404319525e+00 4.796841145e-01 3.142338623e+03 -3.922123909e-01 5.602400750e-02 6.967388988e-01 1.193977966e+02 1.021680223e+02 6.610863079e+03
7.746617126e+01 7.315774536e+01 2.199936509e-01 3.041198850e-01 1.165555939e-01 -5.750065446e-01 -1.324933022e-01 4.165586457e-02 3.615033254e-02 -1.733505577e-01 7.915458679e-01 1.641173363e-01 1.212587833e+00 3.252489567e+00 3.613890409e+00 2.872300744e-01 3.434160709e+00 1.499773383e+00 3.249043226e+00 -5.737600327e-01 4.192628418e+03 -6.873710155e-01 2.047801018e+00 2.354336977e+00 1.936478730e+02 1.828777846e+02 1.119553086e+04
3.222253036e+01 3.086094856e+01 1.741498709e-01 2.227195352e-01 9.453642182e-03 1.257009208e-01 1.539177299e-01 1.372549087e-01 -3.997932374e-02 -5.297070369e-02 5.341396332e-01 -2.523598671e-01 2.605954707e-01 3.097641230e+00 5.140565395e+00 7.259517908e-02 1.594394803e+00 3.285193443e-01 4.158689976e+00 4.525046349e-01 2.079950684e+03 2.902460098e-01 5.010087490e-01 4.169171333e+00 4.280825491e+01 4.099936715e+01 1.778604253e+03
5.356731415e+01 3.902706528e+01 2.161202729e-01 3.285104409e-02 3.890386522e-01 -2.668197826e-02 -2.815452870e-03 1.074690148e-01 2.226426601e-01 1.561082602e-01 1.573555470e-01 7.427926064e-01 3.986767530e+00 8.261572719e-01 4.951696873e+00 1.320442855e-01 6.095013142e+00 5.009138584e-01 1.909176230e+00 -7.118496895e-01 2.456525879e+03 -1.430265903e-01 2.461604834e+00 3.928604364e+00 8.039992416e+01 5.857626313e+01 2.924728451e+03
7.152988434e+00 6.374147415e+00 2.935499325e-02 1.779194176e-02 8.786132187e-02 7.851565629e-02 1.289197356e-01 6.908115931e-03 6.154349446e-02 -3.968565166e-01 2.614846230e-01 -2.519915104e-01 5.651158333e+00 4.966382027e+00 5.014069557e+00 1.293524355e-01 1.799913764e+00 1.982711434e+00 3.584782839e+00 -8.537771702e-01 4.976382324e+03 -5.130434036e-01 2.229826450e+00 5.468776450e-02 2.133530039e+01 1.901224238e+01 1.576657065e+04
7.113722229e+01 7.030733490e+01 6.465788484e-01 1.137448102e-01 -1.268050373e-01 -1.550766081e-01 -3.656610474e-02 9.735029191e-03 -8.535788953e-02 3.006715141e-02 -1.122782230e-01 7.013411522e-01 6.153401375e+00 4.614797115e+00 1.256644130e+00 2.707919180e-01 1.874142528e+00 2.784228325e-01 4.629454613e+00 3.819508553e-01 4.722387207e+03 -1.769249439e-01 6.344168186e-01 2.995205402e+00 9.094344922e+01 8.988250223e+01 1.469848840e+03
7.632469177e+01 3.839755249e+01 3.764597774e-01 1.522074491e-01 -1.398633569e-01 6.677542329e-01 -1.965520717e-02 -4.801604450e-01 4.555044323e-02 -1.121512204e-01 4.213328362e-01 -5.237112045e-01 5.093943596e+00 6.088298798e+00 1.853277326e+00 1.504206061e-01 5.371921539e+00 7.417892218e-01 5.995294571e+00 -4.761118889e-01 2.200057861e+03 1.640686989e-01 1.546094656e+00 1.209290028e+00 1.329415255e+02 6.688044307e+01 4.705499769e+03
7.848705292e+01 3.705561829e+01 4.099689424e-02 3.637467027e-01 -2.417284437e-02 1.809648573e-01 2.279424220e-01 2.761121690e-01 -1.483600587e-01 3.559734523e-01 7.905006409e-02 -1.302325726e-01 4.523615837e+00 1.852283359e+00 6.057890415e+00 5.784848705e-02 6.200155258e+00 7.459003925e-01 2.165587664e+00 1.734631062e-01 4.658850586e+03 -7.464590073e-01 2.455619097e+00 2.048855305e+00 1.370305765e+02 6.469541851e+01 4.737417167e+03
2.973855782e+01 1.565626717e+01 3.944492638e-01 2.188935876e-01 -2.347419262e-01 -2.427313775e-01 1.357286572e-01 -3.895051405e-02 -7.227303833e-02 3.966380376e-03 4.797768593e-02 -5.034449100e-01 2.848878860e+00 2.901261091e+00 6.104537487e+00 1.258789301e-01 5.023940563e+00 3.327394128e-01 9.121373296e-01 -6.455500126e-01 2.926980286e+02 -3.579139709e-03 1.478253007e+00 2.065601051e-01 3.963374808e+01 2.086572431e+01 1.805149013e+03
1.357704830e+01 1.314025116e+01 1.246235240e-02 4.070582390e-01 6.479309499e-02 -2.500821054e-01 3.273917139e-01 8.615346998e-02 -7.282980531e-02 -1.412398517e-01 3.633401394e-01 7.525942326e-01 1.949086666e+00 3.604443789e+00 8.496426344e-01 1.197607517e-01 1.923469663e+00 2.911625206e-01 5.415724754e+00 6.060354710e-01 4.349643555e+03 -2.239625454e-01 5.661789775e-01 3.456375599e+00 1.753017591e+01 1.696619981e+01 1.547234654e+03
8.889698029e+00 8.237665176e+00 5.076310635e-01 2.210829854e-01 -3.470360339e-01 -1.351988912e-01 -1.253214628e-01 -2.373939604e-01 -3.137054145e-01 3.807559237e-02 1.938319206e-01 -1.631183624e-01 6.200238228e+00 6.079567432e+00 6.190214634e+00 4.250325635e-02 3.654814959e+00 1.481963396e+00 5.838515282e+00 3.690934181e-01 3.586451660e+03 -4.698610306e-02 1.336761713e-01 1.337303996e+00 2.206390511e+01 2.044558344e+01 1.103210653e+04
6.670165253e+01 4.594861984e+01 3.602792323e-01 2.049854696e-01 -1.178111061e-01 -1.313541271e-02 8.400551975e-02 2.145966291e-01 2.226942629e-01 -8.640427142e-02 1.199982166e-01 9.359200001e-01 5.902702808e+00 1.842305779e+00 3.586853981e+00 1.035422906e-01 4.654697895e+00 3.099814355e-01 2.051776409e+00 4.840312004e-01 4.306487305e+03 5.709457397e-02 9.487480521e-01 1.849815369e+00 8.737792653e+01 6.019183898e+01 1.662971132e+03
7.905716705e+01 3.620509338e+01 4.350447953e-01 2.269970030e-01 -1.643229276e-01 9.962185472e-02 -1.309025139e-01 4.204919040e-01 -1.629367918e-01 -7.634862792e-03 5.505435467e-01 8.879990578e-01 1.157831192e+00 3.187563419e+00 3.234611988e+00 8.369273692e-02 6.037677288e+00 1.281661749e+00 4.406594276e+00 9.091153145e-01 2.615802490e+03 -3.847684860e-01 2.306856632e+00 2.279035568e+00 1.803817140e+02 8.260777669e+01 9.224379278e+03
6.541526031e+01 3.086523819e+01 5.516778827e-01 2.194015980e-01 -8.648800105e-02 -1.027898714e-01 6.003881246e-02 -3.465202153e-01 2.134604305e-01 4.258991778e-01 1.872382164e-01 2.709348202e-01 1.901205182e+00 4.463581562e+00 3.467858076e+00 2.974534929e-01 1.981265783e+00 4.390464723e-01 1.644272447e+00 8.996536732e-01 8.931084595e+02 -4.909482002e-01 3.022010326e+00 3.692115784e+00 9.413559959e+01 4.441651213e+01 2.499498814e+03
6.541526031e+01 3.086523819e+01 5.516778827e-01 2.194015980e-01 -8.648800105e-02 -1.027898714e-01 6.003881246e-02 -3.465202153e-01 2.134604305e-01 4.258991778e-01 1.872382164e-01 2.709348202e-01 1.901205182e+00 4.463581562e+00 3.467858076e+00 2.974534929e-01 1.981265783e+00 4.390464723e-01 1.644272447e+00 8.996536732e-01 8.931084595e+02 -4.909482002e-01 3.022010326e+00 3.692115784e+00 9.413559959e+01 4.441651213e+01 2.499498814e+03
6.589759827e+01 4.656081772e+01 3.335647285e-02 6.398267299e-02 -2.534141243e-01 9.098362923e-02 7.231865078e-02 4.390626550e-01 -2.184916846e-02 -1.497926414e-01 6.586096287e-01 7.936260700e-01 1.196047425e+00 1.463188529e+00 1.955730438e+00 5.915388092e-02 2.692822456e+00 8.273524642e-01 3.589528561e+00 4.273421764e-01 1.294523804e+03 4.862754345e-01 5.394927263e-01 7.843660712e-01 1.204181386e+02 8.508302499e+01 5.379019160e+03
6.818703651e+00 5.593984604e+00 3.582614660e-01 7.533443626e-03 -4.582151398e-02 9.001504630e-02 -1.838327497e-01 -4.177332819e-01 -8.542623371e-02 6.971921772e-02 -1.281094551e-01 1.116950512e-01 5.376506805e+00 6.258774281e+00 8.772085905e-01 4.126959667e-02 5.834920883e+00 1.491314024e-01 8.917244673e-01 5.250921249e-01 1.476455078e+03 7.211668491e-01 1.215326667e+00 5.181946754e+00 7.835586489e+00 6.428223373e+00 7.315695469e+02
5.786606789e+00 5.370954514e+00 3.852678835e-01 2.726229429e-01 8.779597282e-02 3.151590005e-02 -2.803887427e-01 2.609374523e-01 -1.803111136e-01 1.027623788e-01 2.926335335e-01 -5.897183418e-01 5.004326344e+00 1.317464828e+00 8.671178818e-01 2.477645501e-02 1.456878066e+00 1.949198365e+00 2.857478142e+00 -7.836222649e-02 7.762745361e+02 6.485533714e-02 3.319008648e-01 3.870708466e+00 1.706585128e+01 1.584001027e+01 1.544160444e+04
2.396026421e+01 1.623563766e+01 2.031427622e-01 8.330452442e-02 1.932518780e-01 1.646164209e-01 1.942256391e-01 9.363271296e-02 -1.329811066e-01 -1.813643426e-01 -6.843862534e-01 7.315533161e-01 2.011190414e+00 2.410327345e-01 6.771611571e-01 1.686254442e-01 8.599917293e-01 3.468572497e-01 5.647426128e+00 3.836617470e-01 2.077909241e+02 -6.015634537e-02 2.180417441e-02 1.751886964e+00 3.227105555e+01 2.186708629e+01 1.894539634e+03
2.656439590e+01 2.125607300e+01 1.934862584e-01 2.730557323e-02 -1.465676278e-01 -1.771965176e-01 -1.670335531e-01 3.165205568e-02 -1.050999686e-01 8.346158080e-03 6.696498394e-01 3.105015755e-01 1.278653145e+00 3.832018137e+00 3.399864733e-01 8.981700242e-02 4.223049164e+00 2.944392264e-01 5.677099228e+00 4.335367680e-01 4.940868164e+03 -5.730304718e-01 4.306782186e-01 5.505052090e+00 3.438599608e+01 2.751469469e+01 1.567265210e+03
9.782670975e+00 9.114028931e+00 3.658586144e-01 1.959705800e-01 -1.081745848e-01 1.738342047e-01 5.065649748e-01 8.838849515e-02 -6.733431667e-02 4.915287718e-03 4.568901062e-01 7.212162018e-02 4.328890800e+00 2.789965868e+00 1.619103312e+00 1.954014450e-01 2.589107275e+00 2.152837217e-01 4.099054262e-02 4.508941174e-01 3.164729492e+03 -4.339714050e-01 6.213596091e-02 2.946399689e+00 1.188872079e+01 1.107613100e+01 1.098263204e+03
5.347417831e+01 3.771303558e+01 1.607510149e-01 1.359374821e-01 -6.502630562e-02 -1.890016496e-01 1.781955361e-01 5.237456784e-02 -1.781433821e-02 2.128611803e-01 8.780279160e-01 -8.820030689e-01 3.155104160e+00 1.721357226e+00 2.638050079e+00 3.603815436e-01 2.662574291e+00 6.681566834e-01 2.613615036e+00 9.530491829e-01 5.517034912e+02 -8.308002949e-01 4.814935923e-01 2.523298025e+00 8.920330795e+01 6.291125236e+01 4.141927151e+03
3.612132263e+01 3.009314537e+01 2.448555380e-01 3.594042957e-01 -3.329518810e-02 1.120040640e-01 2.487977594e-01 3.036586940e-01 -7.002502680e-02 -3.136598766e-01 -2.521266937e-01 -7.159111500e-01 2.146268368e+00 4.030176640e+00 2.766210794e+00 5.218926445e-02 2.519543409e+00 2.853290141e-01 2.038568497e+00 -8.936491013e-01 4.263732910e+03 9.645709991e-01 9.863051176e-01 3.220183134e+00 4.642778401e+01 3.867959287e+01 1.511702133e+03
7.113722229e+01 7.030733490e+01 6.465788484e-01 1.137448102e-01 -1.268050373e-01 -1.550766081e-01 -3.656610474e-02 9.735029191e-03 -8.535788953e-02 3.006715141e-02 -1.122782230e-01 7.013411522e-01 6.153401375e+00 4.614797115e+00 1.256644130e+00 2.707919180e-01 1.874142528e+00 2.784228325e-01 4.629454613e+00 3.819508553e-01 4.722387207e+03 -1.769249439e-01 6.344168186e-01 2.995205402e+00 9.094344922e+01 8.988250223e+01 1.469848840e+03
5.549544334e+00 5.044420242e+00 4.749097228e-01 5.591624975e-02 -2.360140532e-01 2.160413116e-01 -1.222999617e-01 1.041320562e-01 2.870538235e-01 -1.689913124e-01 -8.442864418e-01 6.985881329e-01 2.277476072e+00 2.142768145e+00 2.915885687e+00 3.846203089e-01 3.008496761e+00 2.126771212e+00 5.767624855e+00 3.620913029e-01 3.120044434e+03 1.036200523e-01 1.696514249e+00 2.053458691e+00 1.735215546e+01 1.577274799e+01 1.717490609e+04
7.017223358e+01 3.309412003e+01 4.652396590e-02 1.108678207e-01 -1.339672655e-01 -3.653376102e-01 -3.586214408e-02 -9.075766057e-02 -4.827081691e-03 2.347008288e-01 -8.021168709e-01 -9.445014000e-01 4.505087435e-01 2.125000238e+00 1.057770371e+00 5.885300413e-02 1.897156000e+00 4.158964157e-01 4.472242355e+00 3.042824268e-01 8.882051392e+02 -4.787492752e-01 1.860571146e+00 6.208573341e+00 9.935661401e+01 4.685784593e+01 2.344240985e+03
5.705393791e+00 5.028288364e+00 1.267143339e-01 3.521105349e-01 1.216804534e-01 -1.427835822e-01 3.768973947e-01 -3.567059040e-01 3.083026409e-01 9.823419154e-02 -2.694494724e-01 -4.057097435e-01 4.755313396e+00 3.357549191e+00 5.781572461e-01 4.250022024e-02 6.265182972e+00 1.732355356e+00 3.084317923e+00 9.420895576e-02 3.601710938e+03 -6.531009674e-01 2.716552258e+00 1.819872737e+00 1.558916328e+01 1.373907065e+01 1.336537858e+04
7.632469177e+01 3.839755249e+01 3.764597774e-01 1.522074491e-01 -1.398633569e-01 6.677542329e-01 -1.965520717e-02 -4.801604450e-01 4.555044323e-02 -1.121512204e-01 4.213328362e-01 -5.237112045e-01 5.093943596e+00 6.088298798e+00 1.853277326e+00 1.504206061e-01 5.371921539e+00 7.417892218e-01 5.995294571e+00 -4.761118889e-01 2.200057861e+03 1.640686989e-01 1.546094656e+00 1.209290028e+00 1.329415255e+02 6.688044307e+01 4.705499769e+03
3.222253036e+01 3.086094856e+01 1.741498709e-01 2.227195352e-01 9.453642182e-03 1.257009208e-01 1.539177299e-01 1.372549087e-01 -3.997932374e-02 -5.297070369e-02 5.341396332e-01 -2.523598671e-01 2.605954707e-01 3.097641230e+00 5.140565395e+00 7.259517908e-02 1.594394803e+00 3.285193443e-01 4.158689976e+00 4.525046349e-01 2.079950684e+03 2.902460098e-01 5.010087490e-01 4.169171333e+00 4.280825491e+01 4.099936715e+01 1.778604253e+03
4.101148987e+01 3.615174103e+01 5.861741900e-01 2.538482845e-01 -5.807669833e-02 2.265546173e-01 1.599982940e-02 -1.242088601e-01 -1.294859052e-01 -1.520834770e-02 4.357249737e-01 -2.043366432e-02 1.553384781e+00 5.406865120e+00 2.429337353e-01 1.384093016e-01 1.365059376e+00 6.081436276e-01 1.766310036e-01 1.434874535e-02 3.542268311e+03 -4.955859184e-01 2.855022669e+00 6.277217388e+00 6.595236609e+01 5.813719196e+01 3.694559531e+03
2.378084755e+01 2.100921822e+01 1.588349938e-01 4.974625707e-01 2.244831622e-01 -1.119260341e-01 1.059150100e-01 2.307569236e-01 1.829544269e-02 1.751301289e-01 9.141588211e-02 -6.796190739e-01 3.872671604e+00 4.613751411e+00 5.133307934e+00 1.267196983e-01 5.073484898e+00 4.003037214e-01 5.464632034e+00 -6.803631783e-02 4.642706543e+03 -1.314373016e-01 5.423989296e-01 2.844458103e+00 3.330040932e+01 2.941928645e+01 2.240902562e+03
7.361982346e+00 6.765101433e+00 4.266992956e-02 1.336313635e-01 2.426040620e-01 -8.527449518e-02 1.029053479e-01 -8.914820850e-03 4.192672670e-01 -1.496007740e-01 4.795379639e-01 3.001766205e-01 1.891211867e+00 4.803253651e+00 3.908308268e+00 2.899013460e-01 3.320034027e+00 1.241456568e-01 3.029525280e+00 3.838920593e-02 1.458897827e+03 -9.217207432e-01 2.405730247e+00 5.687807560e+00 8.275940479e+00 7.604959394e+00 5.994832687e+02
6.855167389e+01 6.520738220e+01 3.652296215e-02 2.152463198e-01 -3.121633232e-01 -2.812289894e-01 1.354002655e-01 -4.896070808e-02 -5.413159356e-02 -1.865756363e-01 5.115978718e-01 1.774253845e-01 3.441910744e+00 3.706920147e+00 2.689207077e+00 9.253931046e-02 2.843664169e+00 2.298648357e+00 3.595728159e+00 -3.551902771e-01 7.991527710e+02 -4.545395374e-01 3.132743597e+00 9.077751040e-01 2.261278665e+02 2.150962242e+02 1.887779703e+04
2.875696564e+01 7.152245522e+00 3.121970035e-02 1.462040544e-01 1.236522123e-01 7.695707679e-02 -3.045870736e-02 -4.515039921e-02 -7.973769307e-02 2.364188731e-01 6.876311302e-01 -9.257609844e-01 2.720412493e+00 3.400553942e+00 1.706112504e+00 8.628551662e-02 4.317487717e+00 2.507063448e-01 1.770992875e+00 -9.556200504e-01 1.385662231e+02 1.187021732e-01 1.945143104e+00 3.294860601e+00 3.596651938e+01 8.945358854e+00 1.304242592e+03
4.331325531e+01 2.843620682e+01 1.507971734e-01 3.263104856e-01 6.453441828e-02 -2.270777337e-02 -6.374312192e-02 -1.325766742e-01 -2.080121487e-01 1.727764606e-01 -2.256913185e-01 1.259927750e-01 4.441985130e+00 1.221112370e+00 5.667710304e+00 3.604210019e-01 3.328378797e-01 2.166062832e+00 3.197153091e+00 -3.818376064e-01 6.380724487e+02 6.153235435e-01 1.127043724e+00 5.952622890e+00 1.371324878e+02 9.003081748e+01 1.756210128e+04
1.191438007e+01 9.860720634e+00 3.650207520e-01 5.834709406e-01 5.471387133e-02 -4.301491752e-02 -1.632740498e-01 1.523981392e-01 -3.174161911e-01 -2.887924314e-01 -9.908847809e-01 3.451170921e-01 4.770560741e+00 4.147463143e-01 1.798761010e+00 1.471953839e-01 1.118950605e+00 1.816386133e-01 3.170067310e+00 -5.591194630e-01 3.206136475e+02 -1.795473099e-01 2.169926405e+00 2.540234089e+00 1.407849155e+01 1.165180826e+01 9.087532476e+02
6.674649715e+00 5.037887096e+00 8.884675801e-02 1.777985841e-01 7.636380941e-02 -1.082781702e-01 -5.588039756e-01 1.940834820e-01 1.265146136e-01 7.585513592e-02 -2.433867455e-01 -5.096023083e-01 1.655204296e+00 4.298421860e+00 5.126924992e+00 1.815724820e-01 3.151669264e+00 1.538597643e-01 2.576588154e+00 6.292343140e-02 2.393657471e+03 -2.058622837e-01 1.031085610e+00 4.715749264e+00 7.701609748e+00 5.813015218e+00 7.569714435e+02
4.158192825e+01 4.058991241e+01 1.725383289e-02 5.271522701e-02 7.352074236e-02 -5.287352949e-02 2.496474236e-01 1.900317520e-02 4.826698825e-02 2.337671369e-01 8.147771358e-01 6.866953373e-01 1.823317409e-01 2.311757088e+00 5.580690384e+00 1.527880728e-01 3.249464989e+00 1.778910398e+00 3.501459599e+00 -7.702603340e-01 3.034020996e+02 -8.862159252e-01 4.775077105e-02 8.885943294e-01 1.155524528e+02 1.127957297e+02 1.380709162e+04
3.418913651e+01 2.070011902e+01 1.080600098e-01 7.538609952e-02 2.194632739e-01 5.521949753e-02 -3.453496993e-01 2.251649946e-01 -8.207421750e-02 -1.542168409e-01 -2.650368214e-01 9.678351879e-01 6.264698982e+00 3.330115795e+00 9.952456951e-01 7.657614350e-02 5.465052605e+00 9.354976416e-01 2.446184158e+00 -4.901564121e-01 1.941492798e+03 5.892367363e-01 1.821628809e+00 1.400397182e+00 6.617299307e+01 4.006503154e+01 6.256157955e+03
6.832637024e+01 6.390560532e+01 2.203959972e-01 2.620436847e-01 7.553535700e-02 -2.859707177e-01 4.336708784e-02 -2.026357651e-01 -7.593079656e-02 -2.330834419e-02 -6.129269600e-01 -5.542397499e-01 4.620271683e+00 2.367466450e+00 5.998633385e+00 1.339798272e-01 5.059935570e+00 7.287433743e-01 1.364641428e+00 -3.938040733e-01 3.426470215e+03 6.980354786e-01 1.052883863e+00 3.881465197e+00 1.181187598e+02 1.104763918e+02 4.604525676e+03
